"","GEO","Ref_Date","TYPE","STATUS","IMMIGRA","Value","GEO2"
"847","Manitoba","1995/1996","College","Part-time student","Total, student status",1359,"MB"
"848","Manitoba","1995/1996","College","Total, registration status","Canadian students",4761,"MB"
"849","Manitoba","1995/1996","College","Total, registration status","International students",15,"MB"
"850","Manitoba","1996/1997","University","Part-time student","Canadian students",9753,"MB"
"851","Manitoba","1997/1998","College","Full-time student","Canadian students",3720,"MB"
"852","Manitoba","1999/2000","College","Full-time student","Canadian students",3204,"MB"
"853","Manitoba","2000/2001","College","Part-time student","International students",3,"MB"
"854","Manitoba","2000/2001","College","Part-time student","Total, student status",2787,"MB"
"855","Manitoba","1997/1998","University","Part-time student","Total, student status",9795,"MB"
"856","Manitoba","1997/1998","University","Total, registration status","Canadian students",29766,"MB"
"857","Manitoba","1997/1998","University","Total, registration status","International students",1056,"MB"
"858","Manitoba","2012/2013","College","Total, registration status","Total, student status",16134,"MB"
"859","Manitoba","2000/2001","University","Full-time student","International students",906,"MB"
"860","Manitoba","1997/1998","College","Total, registration status","International students",18,"MB"
"861","Manitoba","2001/2002","College","Total, registration status","Total, student status",8262,"MB"
"862","Manitoba","2001/2002","University","Full-time student","Canadian students",23823,"MB"
"863","Manitoba","2001/2002","University","Full-time student","International students",1002,"MB"
"864","Manitoba","1996/1997","University","Part-time student","International students",279,"MB"
"865","Manitoba","2000/2001","College","Part-time student","Canadian students",2475,"MB"
"866","Manitoba","2001/2002","University","Part-time student","Canadian students",9006,"MB"
"867","Manitoba","2001/2002","University","Part-time student","International students",312,"MB"
"868","Manitoba","2007/2008","College","Full-time student","International students",81,"MB"
"869","Manitoba","2004/2005","University","Total, registration status","International students",2793,"MB"
"870","Manitoba","2001/2002","University","Total, registration status","International students",1314,"MB"
"871","Manitoba","1997/1998","University","Total, registration status","Total, student status",30822,"MB"
"872","Manitoba","2005/2006","College","Full-time student","Canadian students",5148,"MB"
"873","Manitoba","2004/2005","College","Part-time student","International students",0,"MB"
"874","Manitoba","2000/2001","College","Full-time student","Canadian students",3687,"MB"
"875","Manitoba","1997/1998","College","Total, registration status","Total, student status",6246,"MB"
"876","Manitoba","1997/1998","University","Full-time student","Canadian students",20283,"MB"
"877","Manitoba","1997/1998","University","Full-time student","International students",738,"MB"
"878","Manitoba","2001/2002","University","Full-time student","Total, student status",24822,"MB"
"879","Manitoba","2012/2013","College","Full-time student","Total, student status",9927,"MB"
"880","Manitoba","2009/2010","College","Part-time student","Canadian students",4533,"MB"
"881","Manitoba","2009/2010","College","Part-time student","International students",3,"MB"
"882","Manitoba","2009/2010","College","Part-time student","Total, student status",4536,"MB"
"883","Manitoba","2009/2010","College","Total, registration status","Canadian students",11571,"MB"
"884","Manitoba","2009/2010","College","Total, registration status","International students",114,"MB"
"885","Manitoba","2009/2010","College","Total, registration status","Total, student status",11685,"MB"
"886","Manitoba","2003/2004","College","Part-time student","Canadian students",2403,"MB"
"887","Manitoba","2001/2002","College","Total, registration status","International students",36,"MB"
"888","Manitoba","2004/2005","College","Total, registration status","Total, student status",8733,"MB"
"889","Manitoba","2004/2005","University","Full-time student","Canadian students",26784,"MB"
"890","Manitoba","2004/2005","University","Full-time student","International students",2238,"MB"
"891","Manitoba","2003/2004","University","Full-time student","Canadian students",26085,"MB"
"892","Manitoba","2003/2004","University","Full-time student","International students",1761,"MB"
"893","Manitoba","2003/2004","University","Full-time student","Total, student status",27846,"MB"
"894","Manitoba","2003/2004","University","Part-time student","Canadian students",9777,"MB"
"895","Manitoba","1998/1999","University","Total, registration status","Canadian students",29730,"MB"
"896","Manitoba","1998/1999","University","Total, registration status","International students",1005,"MB"
"897","Manitoba","2003/2004","University","Total, registration status","International students",2187,"MB"
